1425534973011,
1425535272990,62,64,124,164
1425535573014,62,63,146,193
1425535873015,76,75,137,192
1425536173011,71,72,148,194
1425536472998,67,75,146,193
1425536773023,76,82,155,197
1425537072999,70,64,148,193
1425537372998,64,66,149,194
1425537673022,71,67,146,193
1425537973000,80,77,152,196
1425538273020,67,66,148,190
1425538573002,72,69,149,195
1425538873000,68,66,148,197
1425539173004,61,72,152,196
1425539473008,65,76,150,199
1425539773001,71,68,153,194
1425540073023,72,72,151,197
1425540373000,75,77,150,191
1425540673021,78,67,147,196
1425540972999,67,72,143,192
1425541273014,59,70,145,192
1425541573008,72,79,152,194
1425541873004,75,73,153,196
1425542173000,72,68,148,196
1425542473016,75,74,150,197
1425542773009,75,70,143,197
1425543073014,80,71,148,196
1425543373006,67,71,150,196
1425543673004,70,64,143,196
1425543973010,70,74,151,198
1425544273021,71,72,151,200
1425544572989,71,70,149,195
1425544873019,67,66,145,190
1425545173005,73,71,146,192
1425545473006,72,76,148,194
1425545773002,68,68,147,194
1425546073021,71,66,145,196
1425546373000,69,68,148,190
1425546672994,69,65,147,197
1425546973010,69,70,148,197
1425547273012,84,79,149,197
1425547573019,89,96,163,203
1425547873027,68,71,160,202
1425548173014,68,80,149,191
1425548473006,74,80,141,192
1425548773020,73,61,147,197
1425549072997,69,73,154,190
1425549373005,68,76,151,193
1425549673010,69,71,149,192
1425549973002,68,71,150,196
1425550273009,73,71,148,193
1425550573014,69,73,148,190
1425550873024,62,57,148,188
1425551173014,70,75,148,191
1425551473019,80,72,152,193
1425551773003,73,72,150,197
1425552073023,73,66,147,197
1425552372995,71,76,152,194
1425552673014,62,61,147,192
1425552973022,63,65,147,199
1425553272994,73,64,153,195
1425553573009,72,75,150,194
1425553873016,66,68,153,196
1425554173018,67,66,143,192
1425554473012,75,70,146,192
1425554773008,75,76,147,195
1425555073028,87,93,152,199
1425555373008,72,77,160,201
1425555673013,69,64,141,193
1425555973000,68,69,144,196
1425556273002,85,76,153,190
1425556573022,93,84,156,198
1425556872993,84,81,153,192
1425557173018,82,73,153,198
1425557473004,59,70,151,192
1425557773018,65,67,140,193
1425558073009,76,72,151,198
1425558373001,74,68,156,195
1425558673010,67,76,141,197
1425558973017,66,73,150,192
1425559273022,66,68,142,191
1425559572998,69,71,151,194
1425559873021,63,72,145,189
1425560172991,80,79,154,196
1425560473013,68,75,142,195
1425560773020,70,69,149,188
1425561073008,59,64,148,192
1425561373010,71,78,150,201
1425561673001,74,90,145,195
1425561973019,85,87,156,199
1425562273009,72,65,149,193
1425562573004,68,76,141,190
1425562872999,69,64,150,196
1425563173017,78,82,151,192
1425563473001,80,90,146,198
1425563773020,84,98,154,199
1425564072994,88,107,164,203
1425564372999,88,89,162,197
1425564673018,107,86,157,198
1425564973010,98,103,167,205
1425565273008,94,106,158,203
1425565573005,89,85,161,202
1425565872999,85,85,155,200
1425566173024,86,84,157,196
1425566473002,72,67,148,193
1425566773014,72,76,148,196
1425567073016,81,84,157,203
1425567373003,71,79,152,193
1425567673017,80,90,150,200
1425567973016,91,85,157,203
1425568273009,108,88,159,199
1425568573007,121,99,168,209
1425568873000,113,112,176,208
1425569173011,71,76,166,203
1425569473011,87,84,147,199
1425569773015,85,76,144,198
1425570073014,70,74,147,197
1425570373015,82,87,151,194
1425570673013,110,96,157,203
1425570973008,131,119,176,211
1425571273006,118,101,175,210
1425571573014,82,74,161,201
1425571873008,91,100,161,199
1425572173013,123,143,180,212
1425572473005,131,151,188,214
1425572773006,136,142,181,217
1425573073007,129,145,181,213
1425573373015,131,135,185,212
1425573673017,112,101,170,204
1425573973016,116,105,167,207
1425574273004,106,95,170,210
1425574573007,106,118,160,197
1425574873017,123,148,180,210
1425575173015,127,123,179,209
1425575473006,91,91,162,203
1425575773017,123,104,168,210
1425576073008,112,111,176,203
1425576373015,102,109,162,207
1425576673003,107,129,177,210
1425576973007,123,144,182,210
1425577273016,102,101,172,208
1425577573016,83,87,165,203
1425577873015,91,80,153,198
1425578173016,81,70,153,193
1425578473006,93,96,159,202
1425578773014,110,103,166,208
1425579073014,106,120,166,203
1425579373005,111,115,173,204
1425579673013,117,122,165,207
1425579973006,122,123,183,208
1425580273018,102,113,170,208
1425580573004,130,129,180,211
1425580873003,142,123,189,210
1425581173007,144,128,180,212
1425581473014,137,139,190,215
1425581773004,101,101,168,208
1425582073014,97,97,160,200
1425582373014,119,104,174,208
1425582673015,137,109,170,208
1425582973008,154,134,185,212
1425583273008,166,148,192,217
1425583573009,134,136,190,215
1425583873008,116,116,175,208
1425584173003,144,129,183,211
1425584473018,128,118,184,214
1425584773008,155,128,180,213
1425585073004,156,147,195,216
1425585373007,122,139,181,213
1425585673015,131,120,185,213
1425585973005,159,139,189,213
1425586273008,164,150,198,218
1425586573015,121,128,180,216
1425586873007,102,101,166,203
1425587173005,114,130,173,210
1425587473017,126,134,178,212
1425587773017,118,116,170,209
